GENE NAMES	Fold change	p-value	SIGN	LOGP	RANK
LARP1	-10000	0.102737302			
MRPL21	-10000	0.387425478			
ATG9A	2.395024878	0.967999671			
UBE3B	1	1			
NOP9	1	1			
OSTM1	10000	0.126775772			
ZDHHC21	-10000	0.134391924			
SLC44A2	10000	0.126775783			
CCDC105	1.109562079	0.951894043			
CFAP52	1	1			
GHDC	-10000	0.221594509			
GALNT16	-10000	0.192780881			
PQLC3	-10000	0.134391921			
GALNT6	-10000	0.221594489			
NPEPL1	-10000	0.221594529			
GOLGA5	1	1			
LNX1	-1.305916779	0.678882753			
DTX3L	-10000	0.053282232			
EPS8L1	-10000	0.083881932			
TRAPPC12	1.742742922	0.935858348			
MRPS31	-10000	0.387425552			
INPP5D	-10000	0.193861739			
CLUAP1	-2.747485924	0.416612342			
APH1A	1	1			
MISP3	1	1			
CALML4	-10000	0.221594508			
C1QTNF5	1	1			
TUFT1	-10000	0.08388193			
IL1RAP	1	1			
"=""DDX21"	1	1			
PDS5B	1	1			
MIOS	-10000	0.387425473			
TEX10	10000	0.126775794			
KLK9	10000	0.008175336			
SLC12A4	10000	0.003229522			
PPP6R1	2.021655367	0.900727154			
LAMTOR2	-10000	0.335129644			
ST14	1	1			
PUS1	1	1			
IGHV3-43	-10000	0.13439192			
KRT74	1.638897292	0.52253313			
SIRPB1	1	1			
ITGB1BP1	-10000	0.040569538			
PPEF1	1	1			
SLC30A4	-10000	0.340527095			
HAT1	5.888339466	0.651927711			
UBE2L6	-10000	0.387425542			
GNPAT	1	1			
PPM1G	1	1			
SGCE	1	1			
SULT1B1	3.315825582	0.298387779			
NDUFS5	-10000	0.083881941			
B3GALNT1	1	1			
RHOBTB3	1	1			
F13A1	1	1			
COL4A1	-10000	0.387425499			
SLPI	-10000	0.134391932			
PSKH1	3.253148148	0.580166235			
PGAM2	-10000	0.38742554			
ITGB4	1.541130861	0.935859655			
CD36	1	1			
NFKB1	-10000	0.13439191			
BTF3	1	1			
EPHA1	10000	0.030817495			
MPST	-10000	0.083881924			
HLA-A	10000	0.1267758			
CDA	-10000	0.059251297			
ADCY8	1	1			
CTSO	1	1			
SCNN1G	1	1			
"=""ARSD"	1	1			
THOP1	-10000	0.039384343			
RRP1	10000	0.1267758			
PCBD1	-10000	0.106366157			
NCALD	2.610338128	0.580166232			
RAC1	1	1			
SKP1	1	1			
GPLD1	-10000	0.321440038			
EXOSC10	1	1			
LIPE	1	1			
KLC1	-10000	0.134391927			
NWD1	1	1			
POSTN	1	1			
IZUMO4	1	1			
LEXM	1.462284543	0.935859416			
LGALSL	-10000	0.353656813			
MMEL1	1	1			
FGD3	-10000	0.387425473			
ARFGEF3	-10000	0.083881939			
RAP1GAP2	1	1			
TMPRSS11A	2.830465628	0.683510843			
"=""BTN2A1"	10000	0.04287645			
RUFY3	-10000	0.112338845			
PARS2	2.33469083	0.5801662			
NUP54	1	1			
CLASP1	-10000	0.38742554			
GALNT5	-10000	0.387425465			
ABCA12	-10000	0.387425481			
DTX2	-10000	0.192313854			
PQLC1	-1.161819814	0.943931274			
ARFGAP1	-10000	0.134391923			
UBA3	-10000	0.037328731			
FAM71B	10000	0.126799163			
SPATA18	1	1			
LRRN4	10000	0.126775787			
CLEC4D	1	1			
LPGAT1	-10000	0.387425478			
RYR2	1.390423119	0.909388207			
SGK3	2.285838253	0.5801662			
MOB3A	-10000	0.134391925			
RMDN1	1.074189638	0.574292632			
CCDC51	-10000	0.387425521			
PRRC1	-10000	0.09957636			
ARHGAP9	1.805807027	0.935859674			
MLST8	1	1			
TAPBPL	-10000	0.221594534			
LACRT	-10000	0.089273799			
TLNRD1	-10000	0.221594506			
FAM83D	2.035008916	0.58016629			
NT5DC2	1	1			
CARS2	1	1			
NOX4	-10000	0.387425491			
KCNJ16	1	1			
NECTIN3	-10000	0.221594534			
SPHK2	1	1			
OGFR	-10000	0.221594534			
ABRACL	-10000	0.083881925			
WARS2	-10000	0.387425544			
PADI4	-10000	0.387425473			
SSR3	-10000	0.387425489			
FAF1	10000	0.126775781			
CNPY2	2.771630635	0.580166239			
TRAPPC8	-10000	0.134391923			
MPC1	-10000	0.134391922			
SEC23IP	1	1			
MROH6	-10000	0.192313854			
KIF2A	1	1			
IGF2BP3	1	1			
PIR	1	1			
BCKDK	1	1			
ANKRD28	-10000	0.083881923			
DEGS1	1	1			
PAPSS1	1	1			
AP5Z1	-10000	0.22159452			
AQR	-10000	0.387425507			
PLXNC1	-10000	0.221594516			
NEMF	2.231994692	0.580166135			
"=""GABARAP"	-10000	0.38742554			
NUDT14	1	1			
SMR3B	10000	0.159993411			
GAPDH	-10000	0.387425546			
HBQ1	-10000	0.387425518			
SAA2	1	1			
PHKG2	-10000	0.221594505			
GLB1	1	1			
TRIM21	-10000	0.053282225			
PZP	2.612812733	0.434060811			
GRN	-2.456657777	0.485025505			
PDHA2	1	1			
LRPAP1	1	1			
TMPO	1	1			
CRYBB2	1	1			
MTIF2	1	1			
TNFSF10	-10000	0.083881924			
EPHB3	-10000	0.387425563			
SNRPE	-10000	0.019844978			
SNRPD1	-10000	0.193861739			
ADAM8	1	1			
CRADD	4.098636047	0.580166237			
"=""RPL36A"	-10000	0.134391915			
TFF2	-10000	0.387425518			
DNM1	10000	0.030817492			
FAM160A1	-10000	0.106889961			
FKBP5	-10000	0.387425473			
DPYSL3	-10000	0.134391927			
PGM5	-10000	0.387425521			
TOMM34	3.001059177	0.58016617			
SMU1	1.005666019	0.935858146			
AP5B1	10000	0.126775793			
KLHL12	1	1			
ESCO2	1.18014761	0.530767827			
TMEM41B	1	1			
YIF1B	10000	0.126775784			
THEMIS2	10000	0.126775792			
LPCAT4	-10000	0.134391896			
PLA2G4F	1	1			
LETMD1	-10000	0.387425473			
GPR179	6.78049767	0.071730068			
SPNS3	-10000	0.387425518			
UBR3	1	1			
ANKRD13D	10000	0.126775781			
TMTC3	-10000	0.387425478			
NEGR1	-10000	0.387425546			
GALNT12	1	1			
ARHGAP18	1.827806155	0.258958425			
LEMD2	-10000	0.38742554			
SPPL2B	1	1			
SFXN5	1	1			
TRPM4	10000	0.126775792			
ZFAND2B	-10000	0.062789819			
CCT6B	1.406336814	0.580166101			
CASP10	-10000	0.083881938			
REPS1	-10000	0.387425465			
FBXO17	1.026542415	0.78575813			
"=""MIA2"	-10000	0.193889082			
SLITRK1	-10000	0.193827048			
COPS8	2.374350827	0.580166128			
BAG1	-10000	0.221594508			
NLN	-10000	0.387425518			
ASPSCR1	-10000	0.387425521			
API5	1	1			
RSPH6A	1	1			
PPIL3	-10000	0.134391909			
ZFYVE1	1.081901603	0.96842907			
CYP4F11	3.104006611	0.580166112			
PREB	1	1			
ACOT13	-10000	0.134391922			
TIMMDC1	1	1			
CMTM6	10000	0.126775784			
TMEM14C	10000	0.126775791			
KLK11	-10000	0.112128456			
DNAJB4	1	1			
CD300A	-10000	0.34126207			
PRSS50	1	1			
CD207	2.94011254	0.580166278			
MAGED2	1	1			
BAIAP2	10000	0.126775783			
MRPS17	1	1			
THRAP3	-10000	0.387425473			
TRAF6	10000	0.008175337			
SLC30A1	10000	0.126775784			
"=""ZNF780B"	-1.335081505	0.676433701			
"=""IGLV3-9"	1	1			
"=""IGKV1-8"	-10000	0.387425473			
KRT87P	-1.236587191	0.921225713			
KRT27	-10000	0.221594543			
KRT12	10000	0.126775781			
CTDSP2	10000	0.152926225			
U2SURP	1	1			
LSM1	-10000	0.387425473			
HTRA2	-10000	0.221594502			
GSDME	10000	0.126775787			
TSPAN2	-10000	0.350819118			
CTSV	10000	0.126775794			
TBCA	-10000	0.221594522			
IGLV1-40	1	1			
"=""IGLV3-25"	1	1			
HBZ	1	1			
CYP17A1	11.67345415	0.697444587			
BRAF	-10000	0.134391911			
HLA-A	1	1			
MGMT	10000	0.12677578			
NDUFB7	-10000	0.193742392			
SLC8A1	1	1			
RFC2	1	1			
SAA4	1	1			
ADD2	1	1			
SLC16A2	-10000	0.221594484			
ACVR1B	1	1			
CDKN2C	1	1			
NOP2	1	1			
RPL29	1.53465448	0.935858882			
SERPINB10	-10000	0.193861739			
"=""CASP4"	-10000	0.22159449			
RGS19	10000	0.030817497			
MRE11	1	1			
GPR143	1	1			
RAD23A	-10000	0.387425536			
CDH6	1	1			
CLDN8	1	1			
KRTDAP	-1.037334552	0.909108168			
UFM1	-10000	0.187336141			
PIP4K2B	-10000	0.221594535			
"=""SRSF2"	-10000	0.387425473			
DSC2	-10000	0.387425473			
UBE3A	-10000	0.387425544			
DMTN	1	1			
"=""TFCP2"	1	1			
SRSF6	-10000	0.38742554			
IRF3	1.483006377	0.935858367			
NAA25	-10000	0.221594501			
PDK1	-10000	0.387425507			
PTPN14	-10000	0.134391913			
TAB1	-10000	0.387425546			
BAK1	10000	0.030817495			
SRSF7	1	1			
AOC3	-10000	0.334251004			
MST1L	-10000	0.387425537			
TBC1D10B	-10000	0.387425478			
IQSEC2	10000	0.126799163			
FOCAD	3.789249982	0.580166062			
ALS2CL	-10000	0.387425518			
MAP1S	1	1			
NAPEPLD	10000	0.008827285			
MFSD5	-10000	0.19079651			
TAPT1	10000	0.039263148			
DRAM2	1	1			
B3GNT9	3.123388889	0.580166069			
LIPI	1	1			
MAVS	10000	0.126775781			
ABI3BP	-10000	0.221594533			
AMIGO2	-10000	0.083881938			
TBC1D1	10000	0.126775798			
HOOK3	1	1			
COMMD7	1	1			
DDX42	-10000	0.221594512			
ECHDC2	1	1			
RHOT2	-10000	0.2215945			
ADGRF5	1	1			
GUF1	10000	0.145350272			
MMGT1	1	1			
KRTCAP2	-10000	0.387425534			
ANKRD44	-10000	0.039571716			
PMFBP1	2.919701214	0.580166251			
BRIX1	1	1			
ACTRT2	1	1			
PRPF31	1	1			
IRGQ	1	1			
NMD3	1	1			
SPACA9	1	1			
KIF1BP	-10000	0.175870361			
DOCK6	-10000	0.221594499			
PGAM5	10000	0.126775794			
COG3	-1.421083663	0.785758162			
RNF170	-10000	0.347892032			
RBP7	1.998637404	0.562667844			
P2RY13	1	1			
TREX2	-10000	0.19385605			
TMEM70	-10000	0.134391903			
CRB3	10000	0.030817495			
WDR18	-10000	0.387425508			
GNL3	1	1			
TPPP3	1	1			
"=""TBL1XR1"	-10000	0.387425473			
SEMA4A	-10000	0.221594489			
PICK1	1	1			
CDC42SE2	-10000	0.316542546			
AKAP7	1	1			
CAMSAP3	-10000	0.111320549			
BCAP29	-10000	0.387425465			
PUF60	1	1			
VAV3	1	1			
MYO5B	-10000	0.067290101			
PPIL1	-10000	0.221594517			
NOC2L	-10000	0.387425491			
ATP6V0A2	1	1			
PHLDA3	-10000	0.350819118			
IER3IP1	1.492123529	0.676581462			
IRAK3	1	1			
RFNG	10000	0.126775781			
AUP1	-10000	0.387425511			
IGHV2-26	1	1			
IGKV6-21	-10000	0.387425481			
SBNO1	10000	0.030817499			
SPATA48	-10000	0.387425489			
KRT34	-10000	0.387425511			
PIK3R2	10000	0.126775781			
CASK	10000	0.126775784			
AGPAT2	-10000	0.221594534			
DHX16	-10000	0.221594516			
RAB11FIP3	10000	0.152520358			
SPAG6	-10000	0.387425465			
"=""B3GAT3"	1	1			
AGFG2	-10000	0.221594535			
SCEL	10000	0.12677578			
"=""NDUFC2"	1	1			
FARS2	1	1			
STARD3NL	1	1			
RECK	10000	0.126775783			
CHEK2	-10000	0.387425534			
"=""IGHV1-69"	10000	0.126775784			
ALDOA	1	1			
A1BG	-10000	0.168732241			
IGHV4-34	1	1			
GP1BA	1	1			
IGF1R	10000	0.157328494			
HLA-A	-10000	0.350819118			
PI3	-10000	0.182393147			
EIF4B	1	1			
POLR2A	1	1			
HLA-C	1	1			
"=""APOBEC3A"	10000	0.15487154			
THBS2	1	1			
BSG	10000	0.156237964			
CFHR2	-10000	0.352347592			
RFC3	1	1			
"=""MAGEA4"	1	1			
GLIPR1	1	1			
CLCN6	-10000	0.346539711			
MSH6	-10000	0.190393662			
DEFB1	-10000	0.221594478			
PPP4C	-10000	0.134391924			
HNRNPK	1	1			
GNAS	1	1			
ROR1	1	1			
SRSF1	1	1			
PUDP	-10000	0.387425521			
SLFN5	1	1			
"=""CBX3"	-10000	0.387425473			
STARD3	1	1			
ODF1	-10000	0.341369798			
SF3A2	-10000	0.221594534			
GLE1	10000	0.126775792			
MIA3	10000	0.030817494			
FAM102A	-10000	0.221594487			
GPR107	2.393651832	0.580166202			
CYB5R2	-10000	0.134391921			
"=""LAIR1"	1	1			
ELP2	-10000	0.38742554			
RINT1	-10000	0.387425508			
SLC30A9	1	1			
THSD4	-10000	0.221594484			
MBOAT1	1	1			
RAPH1	-10000	0.134391906			
STRADA	1	1			
NPHP3	2.817307124	0.207180377			
SETD3	-10000	0.387425542			
THOC6	10000	0.030817494			
SPNS2	1	1			
BBS7	3.494148897	0.580166156			
DNAJC10	1	1			
LILRA2	1	1			
C4orf33	1	1			
BBS5	1	1			
COMMD1	3.432426199	0.58016617			
C7orf31	1	1			
SMRP1	1	1			
RTL9	1	1			
STXBP6	-10000	0.387425518			
AKR7L	1	1			
CDS1	1	1			
PEX13	1	1			
HIST1H2BA	1	1			
FBXL8	-10000	0.19023124			
FOXRED1	-10000	0.387425473			
"=""MSI2"	-10000	0.387425521			
SNRNP40	1	1			
DAZAP1	-10000	0.387425473			
PHYHIPL	1	1			
CERS2	1	1			
VPS50	-10000	0.083881932			
COG8	1	1			
GUCD1	10000	0.126775783			
PASK	1	1			
CRBN	1	1			
COQ7	-10000	0.111839874			
GRWD1	1	1			
HGH1	1	1			
DNAI2	1	1			
FAM49A	-10000	0.221594533			
ADNP	1	1			
RWDD1	-10000	0.387425521			
GAREM1	1.594757886	0.935859416			
CLN6	10000	0.030817493			
COMMD8	4.184318895	0.580166108			
SIDT1	-10000	0.387425536			
ORMDL1	-10000	0.221594505			
STARD9	1	1			
SAE1	1	1			
BIN2	-1.048316294	0.923671758			
MTFP1	10000	0.126799163			
ARMCX3	1	1			
BAZ1B	-10000	0.344535149			
GNPTG	-10000	0.387425512			
MUC12	10000	0.030817497			
G3BP2	1	1			
TRIM33	1	1			
KIAA1107	2.196661998	0.580166122			
MRPS28	-10000	0.387425521			
MRPS7	3.010932198	0.58016626			
KCTD3	-1.647369745	0.95165446			
NME7	1	1			
RBM8A	1	1			
"=""UNC119B"	1	1			
BTBD11	-10000	0.221594493			
UMAD1	-10000	0.37270878			
ABLIM1	-10000	0.173063417			
PHYH	1	1			
CLGN	-10000	0.387425508			
PIP5K1B	1	1			
POLR1C	1	1			
SEPT4	1	1			
KIF1C	-10000	0.387425521			
SSSCA1	10000	0.038368894			
ATP10A	10000	0.126775792			
ADCY9	10000	0.126775783			
SNX2	1.849933121	0.580166248			
ICOSLG	1	1			
PPM1B	2.40751845	0.580166246			
SLCO2B1	10000	0.1267758			
LUC7L3	1	1			
MOCS3	-10000	0.387425481			
CLDN14	-10000	0.387425521			
TSPAN15	1	1			
S1PR4	1	1			
IGLV2-14	-10000	0.387425481			
APOC2	-1.422641484	0.574292736			
SNRPA1	1	1			
ENO3	3.476727408	0.580166225			
GP9	1	1			
IDO1	1	1			
PTPRA	1	1			
KRT15	-10000	0.134391907			
RAB6A	10000	0.126775794			
IMPDH1	10000	0.030817496			
PTPRE	-10000	0.221594504			
DNMT1	2.419371849	0.580166207			
CRABP1	-10000	0.387425518			
PPP2R1B	-10000	0.38742554			
FCER1G	-10000	0.193861739			
HLA-F	1	1			
MYH11	1.688994439	0.580166154			
RFC5	1	1			
EPS15	1.396689275	0.93585833			
CRK	-10000	0.38742554			
SLC11A1	10000	0.126775784			
LIG3	-10000	0.387425546			
CLNS1A	1	1			
CLDN17	-1.153943928	0.961846147			
DYNLT1	-10000	0.221594537			
RBM3	-10000	0.38742554			
"=""TLE4"	-10000	0.387425473			
PTPN12	1	1			
MRPL28	1	1			
PTK7	-10000	0.221594512			
BFSP2	1	1			
PMS2P11	-10000	0.134391913			
BOP1	1	1			
EBI3	-10000	0.387425542			
COG2	-10000	0.347892032			
MLF2	-10000	0.387425544			
MRPL23	1	1			
DDR2	1	1			
MEST	10000	0.126775784			
TMEM67	-10000	0.22159447			
HYI	1	1			
FAM171A1	-10000	0.221594484			
FAM166A	1	1			
ARMC6	-10000	0.38742554			
TNFAIP8L2	-10000	0.19385605			
TMIGD1	1	1			
QSOX2	1	1			
EPM2AIP1	1	1			
RAB11FIP2	2.919701214	0.580166251			
CPEB2	-10000	0.387425478			
RAB44	-10000	0.134391899			
MTDH	1	1			
SLC25A42	1	1			
IQGAP3	1.28375196	0.935858808			
TRAPPC5	3.365650874	0.580166165			
CPO	1	1			
CHERP	-10000	0.387425508			
MICU2	1	1			
SAXO1	1	1			
ZDHHC14	1	1			
ORMDL3	1	1			
ATPAF2	1	1			
MRPL43	-10000	0.387425521			
C12orf29	1	1			
SLC38A9	1	1			
MYO3A	1	1			
OCC1	-1.17603248	0.580166198			
GSDMB	10000	0.126775783			
POC1B	1	1			
CD200R1	1	1			
ACER1	2.416563638	0.258204242			
CREB3L4	10000	0.126775783			
RNF141	-10000	0.38742554			
RTN4IP1	1	1			
ZNF622	-10000	0.221594503			
UTP4	10000	0.030817497			
SYAP1	-10000	0.221594493			
ARRDC3	1	1			
TLCD1	1	1			
BPIFA2	1	1			
DYNLL2	-10000	0.063047488			
SIPA1	10000	0.126768312			
THOC1	10000	0.126775772			
PPP1R16A	-10000	0.387425518			
NGLY1	-10000	0.221594533			
AK8	1	1			
MTMR9	-1.109138158	0.785758151			
IL4I1	10000	0.126775784			
SRPK1	-10000	0.221594534			
PFDN5	1	1			
PIP5K1A	1	1			
ZPBP	1	1			
KIFC3	-1.541221004	0.938740873			
"=""SPANXC"	-10000	0.387425478			
CADM1	1	1			
ADAM33	-10000	0.221594489			
RTN4R	-10000	0.387425521			
CCDC90B	1	1			
DHX36	1	1			
SLC12A5	-10000	0.134391917			
NOL6	1	1			
SLC28A3	1	1			
SGK2	-10000	0.387425512			
GDPD2	1	1			
SCUBE2	-10000	0.387425497			
LTBP3	1	1			
STARD5	-10000	0.083881934			
AGPAT5	1	1			
FAM105A	1	1			
OXSM	1	1			
MRPL22	1	1			
NMRK1	-10000	0.38742554			
MRPL16	-10000	0.387425521			
STX18	-10000	0.134391922			
RNF14	1	1			
FETUB	-10000	0.221594501			
DBNL	-10000	0.387425537			
CLEC4E	1	1			
UBQLN1	-10000	0.341200341			
DUSP12	1	1			
CYP8B1	-10000	0.066219744			
VSIG4	1	1			
DIS3	1	1			
COA3	1	1			
VWA7	-10000	0.347709853			
ARIH1	3.282192348	0.580166172			
PCDHA3	-10000	0.387425512			
LIPG	-10000	0.387425512			
MRPS18B	1	1			
SLC22A7	10000	0.150337133			
EMILIN1	1	1			
MAP3K4	-10000	0.387425473			
SCIN	1	1			
IGLV5-45	-10000	0.327972361			
IGHV3-73	-10000	0.387425481			
DENND3	1	1			
FBLL1	-10000	0.387425481			
LILRA5	10000	0.126775809			
"=""FAM25G"	1.246253285	0.96825832			
SLC35A4	-10000	0.111209743			
PSMD9	-10000	0.350819118			
DFFA	1	1			
DLL1	1	1			
TRIM24	1	1			
IPO8	-10000	0.387425546			
PRPF4	1	1			
DYRK3	10000	0.126775783			
SLC16A7	1	1			
KIF21B	10000	0.126775783			
NDUFB1	-10000	0.083881929			
PRDM1	-10000	0.134391921			
C1QL1	1	1			
KBTBD11	1	1			
NDUFA7	1	1			
PDE8B	1	1			
MPZL1	1	1			
HLA-DQA1	1	1			
MBP	1	1			
HLA-DRB1	-10000	0.350819118			
PRM2	1	1			
CRYBA1	1	1			
"=""TPM3"	10000	0.12677578			
TPM1	1	1			
CD7	1	1			
CHGA	-10000	0.387425521			
KRT13	-10000	0.387425478			
ENG	1	1			
HK1	1	1			
"=""ATP2B1"	1	1			
TGM2	-10000	0.387425546			
CDH3	1	1			
"=""CYP2C19"	10000	0.148286295			
CAP2	-10000	0.387425542			
PDE6C	-10000	0.387425473			
DYNLT3	1	1			
NUDT6	-10000	0.221594534			
SUB1	1	1			
BID	1	1			
TPM4	-10000	0.353063781			
"=""HIST1H3A"	1	1			
ERH	-10000	0.221594508			
MAT1A	10000	0.126775783			
CD164	-10000	0.387425537			
TBL3	-10000	0.387425473			
SMARCB1	-10000	0.387425521			
TP53BP1	1	1			
TRIP12	1	1			
PUM1	-10000	0.387425518			
DAZAP2	1	1			
ADIRF	-10000	0.192947063			
SYPL1	-10000	0.387425508			
SGCB	1	1			
OCLN	1	1			
DGUOK	1	1			
CCDC142	-1.296159241	0.691892552			
TPRN	1	1			
HIKESHI	10000	0.030817495			
BRDT	10000	0.126775793			
COX20	1	1			
LDLRAP1	-10000	0.38742554			
ARMC4	1	1			
TMCO4	-10000	0.387425473			
ANGEL2	10000	0.008175336			
CD276	1	1			
PPP2R2D	-10000	0.134391921			
WDFY4	1	1			
"=""FAM205A"	1	1			
MON1B	1	1			
MRPL10	1	1			
TRAPPC6B	10000	0.126775784			
PDSS2	1	1			
"=""CBWD1"	10000	0.126775784			
ARMC8	1	1			
RELL1	-10000	0.350819118			
ZBTB8OS	1	1			
SUGP2	1	1			
NELFCD	-10000	0.387425465			
IFT20	10000	0.126775784			
RAVER1	1	1			
CCDC146	-10000	0.221594534			
FAM160A2	1.72630719	0.58016623			
SVIP	-10000	0.37270878			
TTC8	1	1			
ACTL9	1	1			
PLEKHO2	1	1			
RASGRP4	-10000	0.387425546			
CD300LF	1	1			
SNED1	-10000	0.190902091			
COG1	-10000	0.387425465			
UBXN4	-10000	0.221594481			
KLK6	10000	0.126775794			
TMEM159	1	1			
PEX11G	1	1			
PCMTD1	10000	0.126775783			
RMDN3	-10000	0.387425491			
NCAPG	3.411941218	0.580166205			
VKORC1	-10000	0.387425521			
TEX101	1	1			
YTHDF1	-10000	0.387425473			
TM6SF1	1	1			
PARVB	1	1			
GPN1	10000	0.126775784			
VTA1	1	1			
MRPS30	-10000	0.387425518			
RTN4	10000	0.030817494			
PAK6	-10000	0.387425473			
PDGFC	-10000	0.387425521			
MRPL17	1	1			
HOMER2	-10000	0.340527095			
SLC35D1	-10000	0.333540273			
UQCC1	1	1			
MARCH5	-10000	0.387425473			
PISD	1	1			
KDM5B	10000	0.126775772			
CTNNA3	-10000	0.221594484			
CA14	1	1			
NDRG2	1	1			
ABCG2	1	1			
DNM3	-10000	0.387425544			
AKAP2	1	1			
MED16	-10000	0.22159452			
LAS1L	1	1			
SLC4A7	1	1			
IGLV1-36	-10000	0.387425473			
ELOVL7	1	1			
PHF20L1	-10000	0.387425536			
CCDC188	1	1			
SDHD	-10000	0.221594532			
TCERG1	-10000	0.387425546			
IRF6	1	1			
DDX3Y	1	1			
CACNA1G	10000	0.126775783			
NRP2	1	1			
PLA2G6	1	1			
PDCD6	1	1			
TNFRSF21	1	1			
ADAP1	1	1			
DGAT1	1	1			
WISP2	1	1			
LY6H	1	1			
PHF14	10000	0.030817494			
CACNA1H	1	1			
GAS8	1	1			
KRAS	1	1			
ALPP	2.772407407	0.654111317			
PRKCB	-10000	0.387425473			
TCN1	1	1			
S100A1	-10000	0.38742554			
MCC	-10000	0.221594511			
HMGB2	1	1			
HLA-B	1	1			
HLA-B	1	1			
ACTN2	-10000	0.221594533			
SRP14	1	1			
PRPH	1	1			
EIF1	-10000	0.387425492			
CDKN2A	-10000	0.387425536			
PTGER3	1	1			
SYK	1	1			
PLA2G4A	1	1			
"=""OR3A2"	-10000	0.387425507			
ALDH7A1	1	1			
SRP9	-10000	0.335129644			
THBS3	1.632002801	0.580166232			
CDK9	1	1			
ATP1A2	1	1			
HCFC1	1	1			
TKTL1	1	1			
SLC7A2	1	1			
NUBP1	-10000	0.387425473			
CRYBA2	1	1			
CLTCL1	-10000	0.134391923			
ANTXR2	1	1			
PLP1	1	1			
NCS1	1	1			
CYP4F2	1.377290524	0.935859618			
MRPS25	1	1			
SRSF3	1	1			
ARHGAP4	-10000	0.387425473			
HLA-C	1	1			
TUSC3	1	1			
PDIA5	1	1			
ITIH4	-10000	0.387425473			
FXYD3	10000	0.156719931			
WDR43	1	1			
SURF1	1	1			
COL24A1	1	1			
ARHGAP31	-10000	0.387425473			
TRIM16L	-10000	0.350819118			
ZNF326	1	1			
TOR2A	1	1			
NCMAP	1	1			
KIAA1217	1	1			
MRPL2	-10000	0.387425518			
EMC10	1	1			
WDR78	-10000	0.387425518			
RRAGB	-10000	0.387425521			
FBXW9	1	1			
SLC8B1	1	1			
PRPF40B	1	1			
KLHDC10	1	1			
CD300LG	-10000	0.387425512			
MFSD6	1	1			
UBE2R2	-10000	0.387425481			
DSG4	-10000	0.347892032			
MOB3B	1	1			
RSPH3	1	1			
C11orf74	1	1			
FCHSD1	1	1			
SKAP1	-10000	0.38742554			
PTRH1	1	1			
KIF18B	-10000	0.387425473			
GALNT12	1	1			
MYOCD	1	1			
GALNT4	-10000	0.221594515			
EFHB	1	1			
PDCD7	1	1			
KCT2	1	1			
ACRBP	1	1			
NUP43	1	1			
SMARCC2	1	1			
KLHDC4	1	1			
SUN5	1	1			
FNDC8	1	1			
PTPMT1	1	1			
HSPH1	1	1			
ARHGAP45	-10000	0.221594534			
TAMM41	1	1			
VMP1	1	1			
CAPZA3	1	1			
UROC1	1	1			
FOPNL	1	1			
ATF6B	1	1			
MAPKAP1	1	1			
PLCD4	-10000	0.38742554			
PRADC1	1	1			
NDC1	1	1			
SGPP1	1	1			
CRNKL1	-10000	0.387425511			
SLC39A8	1	1			
SLIRP	1	1			
NAA50	1	1			
LMAN2L	1	1			
CHRD	1	1			
LRRC19	1	1			
COQ10B	1	1			
ANKZF1	1.956924351	0.580166202			
PXMP2	1	1			
PLSCR2	10000	0.126775781			
SPATS2L	-10000	0.387425481			
PGPEP1	1	1			
PSD3	1	1			
ELOVL5	1	1			
MRPL15	1	1			
KCMF1	-10000	0.221594528			
PAK5	-10000	0.387425478			
"=""RABL2B"	-10000	0.38742554			
DKK3	1	1			
DNAI1	1	1			
RASAL2	-10000	0.193380678			
CDC23	-10000	0.387425544			
MRTO4	1	1			
L1RE1	1	1			
STUB1	1	1			
TIMM22	1	1			
TRAPPC1	-10000	0.38742554			
ACTL7A	1	1			
ALG6	1	1			
IGKV1D-43	1	1			
IGHV7-4-1	1	1			
ARRDC5	1	1			
"=""NCF1B"	1	1			
KRT35	-10000	0.387425473			
HAX1	1	1			
"=""TIMM23"	1	1			
RRP8	1	1			
COCH	1	1			
EIF4G3	1	1			
SRPX2	1	1			
"=""LILRB3"	1	1			
GOSR1	1	1			
LDHA	1	1			
TGFB1	1	1			
IGHV2-5	1	1			
